,date,Afghanistan_nan,Algeria_nan,Argentina_nan,Armenia_nan,Australia_New South Wales,Australia_Queensland,Australia_Victoria,Austria_nan,Azerbaijan_nan,Bahrain_nan,Bangladesh_nan,Belarus_nan,Belgium_nan,Bolivia_nan,Bosnia and Herzegovina_nan,Brazil_nan,Bulgaria_nan,Cameroon_nan,Canada_Alberta,Canada_British Columbia,Canada_Ontario,Canada_Quebec,Chile_nan,China_Guangdong,China_Henan,China_Hong Kong,China_Hubei,China_Hunan,China_Zhejiang,Colombia_nan,Cote d'Ivoire_nan,Croatia_nan,Cuba_nan,Czechia_nan,Denmark_nan,Djibouti_nan,Dominican Republic_nan,Ecuador_nan,Egypt_nan,Estonia_nan,Finland_nan,France_nan,Germany_nan,Ghana_nan,Greece_nan,Guinea_nan,Hungary_nan,Iceland_nan,India_nan,Indonesia_nan,Iran_nan,Iraq_nan,Ireland_nan,Israel_nan,Italy_nan,Japan_nan,Kazakhstan_nan,"Korea, South_nan",Kuwait_nan,Lithuania_nan,Luxembourg_nan,Malaysia_nan,Mexico_nan,Moldova_nan,Morocco_nan,Netherlands_nan,New Zealand_nan,Nigeria_nan,North Macedonia_nan,Norway_nan,Oman_nan,Pakistan_nan,Panama_nan,Peru_nan,Philippines_nan,Poland_nan,Portugal_nan,Qatar_nan,Romania_nan,Russia_nan,Saudi Arabia_nan,Serbia_nan,Singapore_nan,Slovakia_nan,Slovenia_nan,South Africa_nan,Spain_nan,Sweden_nan,Switzerland_nan,Thailand_nan,Turkey_nan,Ukraine_nan,United Arab Emirates_nan,United Kingdom_nan,Unites States_nan,Uzbekistan_nan
0,2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,444,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
1,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,2,444,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0
2,2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,9,2,549,24,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,2,0
3,2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,32,5,761,43,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,2,0
4,2020-01-26,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111,83,8,1058,69,104,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,5,0
5,2020-01-27,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,151,128,8,1423,100,128,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,5,0
6,2020-01-28,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,207,168,8,3554,143,173,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,5,0
7,2020-01-29,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,277,206,10,3554,221,296,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,4,0,5,0
8,2020-01-30,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,354,278,10,4903,277,428,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,0,1,0,0,0,0,0,0,11,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,0,4,0,5,0
9,2020-01-31,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,436,352,12,5806,332,538,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,1,0,0,0,0,0,2,15,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,13,0,0,0,0,1,0,19,0,0,4,2,7,0
10,2020-02-01,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,535,422,13,7153,389,599,0,0,0,0,0,0,0,0,0,0,0,1,6,8,0,0,0,0,0,1,0,0,0,0,0,2,20,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,16,0,0,0,1,1,0,19,0,0,4,2,8,0
11,2020-02-02,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,632,493,15,11177,463,661,0,0,0,0,0,0,0,0,0,0,0,1,6,10,0,0,0,0,0,2,0,0,0,0,0,2,20,0,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,18,0,0,0,1,1,0,19,0,0,5,2,8,0
12,2020-02-03,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,725,566,15,13522,521,724,0,0,0,0,0,0,0,0,0,0,0,1,6,12,0,0,0,0,0,3,0,0,0,0,0,2,20,0,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,18,0,0,0,1,1,0,19,0,0,5,2,11,0
13,2020-02-04,0,0,0,0,4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,813,675,17,16678,593,829,0,0,0,0,0,0,0,0,0,0,0,1,6,12,0,0,0,0,0,3,0,0,0,0,0,2,22,0,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,24,0,0,0,1,1,0,25,0,0,5,2,11,0
14,2020-02-05,0,0,0,0,4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,895,764,21,19665,661,895,0,0,0,0,0,0,0,0,0,0,0,1,6,12,0,0,0,0,0,3,0,0,0,0,0,2,22,0,19,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,28,0,0,0,1,1,0,25,0,0,5,2,11,0
15,2020-02-06,0,0,0,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,970,851,24,22112,711,954,0,0,0,0,0,0,0,0,0,0,0,1,6,12,0,0,0,0,0,3,0,0,0,0,0,2,22,0,23,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,28,0,0,0,1,1,0,25,0,0,5,2,11,0
16,2020-02-07,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1034,914,25,24953,772,1006,0,0,0,0,0,0,0,0,0,0,0,1,6,13,0,0,0,0,0,3,0,0,0,0,0,3,25,0,24,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,30,0,0,0,1,1,0,25,0,0,5,3,11,0
17,2020-02-08,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1095,981,26,27100,803,1048,0,0,0,0,0,0,0,0,0,0,0,1,11,13,0,0,0,0,0,3,0,0,0,0,0,3,25,0,24,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,33,0,0,0,1,1,0,32,0,0,7,3,11,0
18,2020-02-09,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1131,1033,29,29631,838,1075,0,0,0,0,0,0,0,0,0,0,0,1,11,14,0,0,0,0,0,3,0,0,0,0,0,3,26,0,25,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,40,0,0,0,2,1,0,32,0,0,7,3,11,0
19,2020-02-10,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1159,1073,38,31728,879,1092,0,0,0,0,0,0,0,0,0,0,0,1,11,14,0,0,0,0,0,3,0,0,0,0,0,3,26,0,27,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,45,0,0,0,2,1,0,32,0,0,8,8,11,0
20,2020-02-11,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1177,1105,49,33366,912,1117,0,0,0,0,0,0,0,0,0,0,0,1,11,16,0,0,0,0,0,3,0,0,0,0,0,3,26,0,28,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,47,0,0,0,2,1,0,33,0,0,8,8,12,0
21,2020-02-12,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1219,1135,50,33366,946,1131,0,0,0,0,0,0,0,0,0,0,0,1,11,16,0,0,0,0,0,3,0,0,0,0,0,3,28,0,28,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,50,0,0,0,2,1,0,33,0,0,8,9,12,0
22,2020-02-13,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1241,1169,53,48206,968,1145,0,0,0,0,0,0,0,0,0,0,0,1,11,16,0,0,0,0,0,3,0,0,0,0,0,3,28,0,28,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,58,0,0,0,2,1,0,33,0,0,8,9,13,0
23,2020-02-14,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1261,1184,56,54406,988,1155,0,0,0,0,0,0,0,0,0,1,0,1,11,16,0,0,0,0,0,3,0,0,0,0,0,3,29,0,28,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,67,0,0,0,2,1,0,33,0,0,8,9,13,0
24,2020-02-15,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1294,1212,56,56249,1001,1162,0,0,0,0,0,0,0,0,0,1,0,1,12,16,0,0,0,0,0,3,0,0,0,0,0,3,43,0,28,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,72,0,0,0,2,1,0,33,0,0,8,9,13,0
25,2020-02-16,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1316,1231,57,58182,1004,1167,0,0,0,0,0,0,0,0,0,1,0,1,12,16,0,0,0,0,0,3,0,0,0,0,0,3,59,0,29,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,75,0,0,0,2,1,0,34,0,0,9,9,13,0
26,2020-02-17,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,1322,1246,60,59989,1006,1171,0,0,0,0,0,0,0,0,0,1,0,1,12,16,0,0,0,0,0,3,0,0,0,0,0,3,66,0,30,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,77,0,0,0,2,1,0,35,0,0,9,9,13,0
27,2020-02-18,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,1328,1257,62,61682,1007,1172,0,0,0,0,0,0,0,0,0,1,0,1,12,16,0,0,0,0,0,3,0,0,0,0,0,3,74,0,31,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,81,0,0,0,2,1,0,35,0,0,9,9,13,0
28,2020-02-19,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,1331,1262,63,62031,1008,1174,0,0,0,0,0,0,0,0,0,1,0,1,12,16,0,0,0,0,0,3,0,2,0,0,0,3,84,0,31,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,84,0,0,0,2,1,0,35,0,0,9,9,13,0
29,2020-02-20,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,1332,1265,68,62442,1010,1175,0,0,0,0,0,0,0,0,0,1,0,1,12,16,0,0,0,0,0,3,0,5,0,0,0,3,94,0,104,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,84,0,0,0,2,1,0,35,0,0,9,9,13,0
30,2020-02-21,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,6,3,0,0,1333,1267,68,62662,1011,1203,0,0,0,0,0,0,0,0,0,1,0,1,12,16,0,0,0,0,0,3,0,18,0,0,1,20,105,0,204,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,85,0,0,0,2,1,0,35,0,0,9,9,15,0
31,2020-02-22,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,6,3,0,0,1339,1270,69,64084,1013,1205,0,0,0,0,0,0,0,0,0,1,0,1,12,16,0,0,0,0,0,3,0,28,0,0,1,62,122,0,433,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,85,0,0,0,2,1,0,35,0,0,13,9,15,0
32,2020-02-23,0,0,0,0,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,6,3,0,0,1342,1271,74,64084,1016,1205,0,0,0,0,0,0,0,0,0,1,0,1,12,16,0,0,0,0,0,3,0,43,0,0,1,155,147,0,602,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,89,0,0,0,2,1,0,35,0,0,13,9,15,0
33,2020-02-24,1,0,0,0,4,5,4,0,0,1,0,0,1,0,0,0,0,0,0,6,4,0,0,1345,1271,79,64287,1016,1205,0,0,0,0,0,0,0,0,0,1,0,1,12,16,0,0,0,0,0,3,0,61,1,0,1,229,159,0,833,1,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,89,0,0,0,2,1,0,35,0,0,13,13,51,0
34,2020-02-25,1,1,0,0,4,5,4,2,0,23,0,0,1,0,0,0,0,0,0,7,4,0,0,1347,1271,84,64786,1016,1205,0,0,1,0,0,0,0,0,0,1,0,1,14,17,0,0,0,0,0,3,0,95,1,0,1,322,170,0,977,11,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,91,0,0,0,6,1,1,37,0,0,13,13,51,0
35,2020-02-26,1,1,0,0,4,5,4,2,0,33,0,0,1,0,0,1,0,0,0,7,4,0,0,1347,1271,91,65187,1016,1205,0,0,3,0,0,0,0,0,0,1,0,2,18,27,0,1,0,0,0,3,0,139,5,0,2,453,189,0,1261,26,0,0,22,0,0,0,0,0,0,1,1,4,2,0,0,3,0,0,0,1,2,0,0,93,0,0,0,13,2,1,40,0,0,13,13,57,0
36,2020-02-27,1,1,0,0,4,5,4,3,0,33,0,0,1,0,0,1,0,0,0,7,6,0,0,1347,1272,92,65596,1017,1205,0,0,3,0,0,1,0,0,0,1,1,2,38,46,0,3,0,0,0,3,0,245,7,0,3,655,214,0,1766,43,0,0,23,0,0,0,1,0,0,1,1,4,2,0,0,3,0,0,0,1,2,0,0,93,0,0,0,15,7,8,40,0,0,13,15,58,0
37,2020-02-28,1,1,0,0,4,5,4,3,0,36,0,1,1,0,0,1,0,0,0,7,6,1,0,1348,1272,94,65914,1017,1205,0,0,5,0,0,1,0,0,0,1,1,2,57,48,0,4,0,0,1,3,0,388,7,0,4,888,228,0,2337,45,1,0,23,1,0,0,1,1,1,1,6,4,2,0,0,3,0,0,0,3,2,0,0,93,0,0,0,32,7,8,41,0,0,19,20,60,0
38,2020-02-29,1,1,0,0,4,9,7,9,0,41,0,1,1,0,0,2,0,0,0,8,11,1,0,1349,1272,95,66337,1018,1205,0,0,6,0,0,3,0,0,0,1,1,3,100,79,0,4,0,0,1,3,0,593,13,1,7,1128,241,0,3150,45,1,1,25,4,0,0,6,1,1,1,15,6,4,0,0,3,0,0,1,3,2,0,0,102,0,0,0,45,12,18,42,0,0,21,23,68,0
39,2020-03-01,1,1,0,1,6,9,7,14,3,47,0,1,2,0,0,2,0,0,0,8,15,1,0,1349,1272,96,66907,1018,1205,0,0,7,0,3,4,0,1,6,2,1,6,130,130,0,7,0,0,3,3,0,978,19,1,10,1694,256,0,3736,45,1,1,29,5,0,0,10,1,1,1,19,6,4,0,0,3,0,0,3,3,2,0,0,106,0,0,0,84,14,27,42,0,0,21,36,74,0
